species,unitName,unitSlug,huntType,notes
Elk,"San Rafael, South-Dirty Devil",san-rafael-south-dirty-devil,General,
Elk,"San Rafael, South-Dirty Devil",san-rafael-south-dirty-devil,Youth,
Elk,Southwest Desert,southwest-desert,General,
Elk,Southwest Desert,southwest-desert,Youth,
Elk,"Southwest Desert, North",southwest-desert-north,Limited Entry,
Elk,"Southwest Desert, South",southwest-desert-south,Limited Entry,
Elk,Uinta Basin Private Lands Any Bull Elk,uinta-basin-private-lands-any-bull-elk,General,
Elk,Uintah Basin Extended Archery Area,uintah-basin-extended-archery-area,General,
Elk,Valley Mtns,valley-mtns,General,
Elk,Valley Mtns,valley-mtns,Youth,
Elk,Vernal/Bonanza,vernal-bonanza,Antlerless,
Elk,Vernal/Bonanza,vernal-bonanza,General,
Elk,Vernal/Bonanza,vernal-bonanza,Youth,
Elk,Vernal/Yellowstone/Bonanza,vernal-yellowstone-bonanza,General,
Elk,Wasatch Front Extended Archery Area,wasatch-front-extended-archery-area,General,
Elk,Wasatch Mtns,wasatch-mtns,Antlerless,
Elk,Wasatch Mtns,wasatch-mtns,General,
Elk,Wasatch Mtns,wasatch-mtns,Limited Entry,
Elk,Wasatch Mtns,wasatch-mtns,Youth,
Elk,"Wasatch Mtns, Avintaquin-White River",wasatch-mtns-avintaquin-white-river,Antlerless,
Elk,"Wasatch Mtns, Currant Creek",wasatch-mtns-currant-creek,Antlerless,
Elk,"Wasatch Mtns, North",wasatch-mtns-north,General,
Elk,"Wasatch Mtns, North",wasatch-mtns-north,Youth,
Elk,"Wasatch Mtns, West",wasatch-mtns-west,Antlerless,
Elk,West Cache Extended Archery Area,west-cache-extended-archery-area,General,
Elk,West Desert,west-desert,General,
Elk,"West Desert, Deep Creek",west-desert-deep-creek,General,
Elk,"West Desert, Deep Creek",west-desert-deep-creek,Limited Entry,
Elk,"West Desert, Deep Creek",west-desert-deep-creek,Youth,
Elk,"West Desert, Tintic Valley",west-desert-tintic-valley,Antlerless,
Elk,Yellowstone,yellowstone,Antlerless,
Elk,Yellowstone,yellowstone,General,
Elk,Yellowstone,yellowstone,Youth,
Elk,Zion,zion,Antlerless,
Elk,Zion,zion,Control,
Elk,Zion,zion,General,
Elk,Zion,zion,Youth,
Moose,Bally Watts CWMU,bally-watts-cwmu,Once-in-a-Lifetime,
Moose,Bear Springs CWMU,bear-springs-cwmu,Once-in-a-Lifetime,
Moose,Beaver Hollow CWMU,beaver-hollow-cwmu,Once-in-a-Lifetime,
Moose,Box Elder,box-elder,Once-in-a-Lifetime,
Moose,Cache,cache,Once-in-a-Lifetime,
Moose,Causey Spring CWMU,causey-spring-cwmu,Antlerless,
Moose,Causey Spring CWMU,causey-spring-cwmu,Once-in-a-Lifetime,
Moose,Cedar Canyon CWMU,cedar-canyon-cwmu,Once-in-a-Lifetime,
Moose,Chalk Creek,chalk-creek,Once-in-a-Lifetime,
Moose,Chimney Rock CWMU,chimney-rock-cwmu,Once-in-a-Lifetime,
Moose,Coyote Little Pole CWMU,coyote-little-pole-cwmu,Once-in-a-Lifetime,
Moose,Deseret CWMU,deseret-cwmu,Antlerless,
Moose,Deseret CWMU,deseret-cwmu,Once-in-a-Lifetime,
Moose,Diamond Mtn/Vernal,diamond-mtn-vernal,Once-in-a-Lifetime,
Moose,Durst Mountain CWMU,durst-mountain-cwmu,Once-in-a-Lifetime,
Moose,East Canyon,east-canyon,Once-in-a-Lifetime,
Moose,"East Canyon, Davis-North Salt Lake",east-canyon-davis-north-salt-lake,Antlerless,
Moose,"East Canyon, Morgan-Summit",east-canyon-morgan-summit,Antlerless,
Moose,"East Canyon, Morgan-Summit",east-canyon-morgan-summit,Once-in-a-Lifetime,
Moose,East Fork Chalk Creek CWMU,east-fork-chalk-creek-cwmu,Once-in-a-Lifetime,
Moose,Ensign Ranches CWMU,ensign-ranches-cwmu,Once-in-a-Lifetime,
Moose,Folley Ridge CWMU,folley-ridge-cwmu,Once-in-a-Lifetime,
Moose,Grass Valley/Clark Canyon CWMU,grass-valley-clark-canyon-cwmu,Once-in-a-Lifetime,
Moose,Hardscrabble CWMU,hardscrabble-cwmu,Once-in-a-Lifetime,
Moose,Ingham Peak CWMU,ingham-peak-cwmu,Once-in-a-Lifetime,
Moose,Jacob's Creek CWMU,jacob-s-creek-cwmu,Once-in-a-Lifetime,
Moose,Junction Valley CWMU,junction-valley-cwmu,Once-in-a-Lifetime,
Moose,Kamas,kamas,Once-in-a-Lifetime,
Moose,Little Pole Canyon CWMU,little-pole-canyon-cwmu,Once-in-a-Lifetime,
Moose,Little Red Creek CWMU,little-red-creek-cwmu,Once-in-a-Lifetime,
Moose,Lone Tree Tunnel Hollow CWMU,lone-tree-tunnel-hollow-cwmu,Once-in-a-Lifetime,
Moose,Moon Ranch CWMU,moon-ranch-cwmu,Once-in-a-Lifetime,
Moose,Moose - Statewide Permit,moose-statewide-permit,Once-in-a-Lifetime,
Moose,Morgan-South Rich,morgan-south-rich,Antlerless,
Moose,Morgan-South Rich,morgan-south-rich,Once-in-a-Lifetime,
Moose,"North Slope, Summit",north-slope-summit,Antlerless,
Moose,"North Slope, Summit",north-slope-summit,Once-in-a-Lifetime,
Moose,"North Slope, Three Corners/West Daggett",north-slope-three-corners-west-daggett,Once-in-a-Lifetime,
Moose,Ogden,ogden,Antlerless,
Moose,Ogden,ogden,Once-in-a-Lifetime,
Moose,"Ogden, West",ogden-west,Antlerless,
Moose,Powder Mountain CWMU,powder-mountain-cwmu,Once-in-a-Lifetime,
Moose,Royal Ivory Outfitters CWMU,royal-ivory-outfitters-cwmu,Once-in-a-Lifetime,
Moose,Sand Creek CWMU,sand-creek-cwmu,Once-in-a-Lifetime,
Moose,Sharp Mountain CWMU,sharp-mountain-cwmu,Once-in-a-Lifetime,
Moose,SJ Ranch CWMU,sj-ranch-cwmu,Once-in-a-Lifetime,
Moose,Skull Crack CWMU,skull-crack-cwmu,Once-in-a-Lifetime,
Moose,South Canyon CWMU,south-canyon-cwmu,Once-in-a-Lifetime,
Moose,State Corner CWMU,state-corner-cwmu,Once-in-a-Lifetime,
Moose,Statewide Conservation,statewide-conservation,Once-in-a-Lifetime,
Moose,Strawberry Ridge CWMU,strawberry-ridge-cwmu,Once-in-a-Lifetime,
Moose,Three C CWMU,three-c-cwmu,Once-in-a-Lifetime,
Moose,Two Bear CWMU,two-bear-cwmu,Once-in-a-Lifetime,
Moose,Wallsburg CWMU,wallsburg-cwmu,Once-in-a-Lifetime,
Moose,"Wasatch Mtns, Salt Lake-Timpanogos",wasatch-mtns-salt-lake-timpanogos,Antlerless,
Moose,"Wasatch Mtns, West",wasatch-mtns-west,Antlerless,
Moose,Wasatch Mtns/Central Mtns,wasatch-mtns-central-mtns,Once-in-a-Lifetime,
Moose,Weber Florence Creek CWMU,weber-florence-creek-cwmu,Once-in-a-Lifetime,
Moose,Weber Florence Creek/Stillman Creek CWMU,weber-florence-creek-stillman-creek-cwmu,Once-in-a-Lifetime,
Moose,Woodruff Creek South CWMU,woodruff-creek-south-cwmu,Once-in-a-Lifetime,
Moose,Yellowstone,yellowstone,Once-in-a-Lifetime,
Mountain Goat,Beaver,beaver,Once-in-a-Lifetime,
Mountain Goat,High Uintas Central,high-uintas-central,Once-in-a-Lifetime,
Mountain Goat,High Uintas East,high-uintas-east,Once-in-a-Lifetime,
Mountain Goat,High Uintas Kamas,high-uintas-kamas,Once-in-a-Lifetime,
Mountain Goat,High Uintas Leidy Peak,high-uintas-leidy-peak,Once-in-a-Lifetime,
Mountain Goat,High Uintas West,high-uintas-west,Once-in-a-Lifetime,
Mountain Goat,La Sal Mtns,la-sal-mtns,Once-in-a-Lifetime,
Mountain Goat,Mountain Goat - Statewide Permit,mountain-goat-statewide-permit,Once-in-a-Lifetime,
Mountain Goat,Mt Dutton,mt-dutton,Once-in-a-Lifetime,
Mountain Goat,Nebo,nebo,Once-in-a-Lifetime,
Mountain Goat,"North Slope/South Slope, High Uintas Central",north-slope-south-slope-high-uintas-central,Once-in-a-Lifetime,
Mountain Goat,"Ogden, Willard Peak",ogden-willard-peak,Once-in-a-Lifetime,
Mountain Goat,Statewide Conservation,statewide-conservation,Once-in-a-Lifetime,
Mountain Goat,"Wasatch Mtns, Box Elder Peak",wasatch-mtns-box-elder-peak,Once-in-a-Lifetime,
Mountain Goat,"Wasatch Mtns, Box Elder Peak/Lone Peak/Timpanogos",wasatch-mtns-box-elder-peak-lone-peak-timpanogos,Once-in-a-Lifetime,
Mountain Goat,"Wasatch Mtns, Lone Peak",wasatch-mtns-lone-peak,Once-in-a-Lifetime,
Mountain Goat,"Wasatch Mtns, Provo Peak",wasatch-mtns-provo-peak,Once-in-a-Lifetime,
Mountain Goat,"Wasatch Mtns, Timpanogos",wasatch-mtns-timpanogos,Once-in-a-Lifetime,
Mule Deer,Antelope Island,antelope-island,Management,
Mule Deer,Antelope Island,antelope-island,Premium Limited Entry,
Mule Deer,"Beaver, East",beaver-east,Dedicated Hunter,
Mule Deer,"Beaver, East",beaver-east,General,
Mule Deer,"Beaver, East",,General,
Mule Deer,"Beaver, East",beaver-east,Limited Entry,
Mule Deer,"Beaver, West",beaver-west,Dedicated Hunter,
Mule Deer,"Beaver, West",beaver-west,General,
Mule Deer,"Beaver, West",,General,
Mule Deer,"Beaver, West",beaver-west,Limited Entry,
Mule Deer,Book Cliffs,book-cliffs,Limited Entry,
Mule Deer,"Book Cliffs, Floy Canyon",book-cliffs-floy-canyon,Limited Entry,
Mule Deer,"Book Cliffs, North",book-cliffs-north,Limited Entry,
Mule Deer,"Book Cliffs, South",book-cliffs-south,Limited Entry,
Mule Deer,Boulder/Kaiparowits,boulder-kaiparowits,Dedicated Hunter,
Mule Deer,Boulder/Kaiparowits,boulder-kaiparowits,General,
Mule Deer,Boulder/Kaiparowits,,General,
Mule Deer,Boulder/Kaiparowits,boulder-kaiparowits,Limited Entry,
Mule Deer,Box Elder,box-elder,Dedicated Hunter,
Mule Deer,Box Elder,box-elder,General,
Mule Deer,Box Elder,,General,
Mule Deer,Box Elder,box-elder,Limited Entry,
Mule Deer,Cache,cache,Dedicated Hunter,
Mule Deer,Cache,cache,General,
Mule Deer,Cache,,General,
Mule Deer,Cache,cache,Limited Entry,
Mule Deer,Castle Valley,castle-valley,Limited Entry,
Mule Deer,Cedar/Stansbury,cedar-stansbury,Dedicated Hunter,
Mule Deer,Cedar/Stansbury,cedar-stansbury,General,
Mule Deer,Cedar/Stansbury,,General,
Mule Deer,Cedar/Stansbury,cedar-stansbury,Limited Entry,
Mule Deer,Chalk Creek,chalk-creek,Dedicated Hunter,
Mule Deer,Chalk Creek,chalk-creek,General,
Mule Deer,Chalk Creek,,General,
Mule Deer,Chalk Creek,chalk-creek,Limited Entry,
Mule Deer,Deer extended archery only,deer-extended-archery-only,General,
Mule Deer,Diamond Mtn,diamond-mtn,Limited Entry,
Mule Deer,Dolores Triangle,dolores-triangle,Limited Entry,
Mule Deer,East Canyon,east-canyon,Dedicated Hunter,
Mule Deer,East Canyon,east-canyon,General,
Mule Deer,East Canyon,,General,
Mule Deer,East Canyon,east-canyon,Limited Entry,
Mule Deer,Fillmore,fillmore,Dedicated Hunter,
Mule Deer,Fillmore,fillmore,General,
Mule Deer,Fillmore,,General,
Mule Deer,Fillmore,fillmore,Limited Entry,
Mule Deer,"Fillmore, Oak Creek LE",fillmore-oak-creek-le,Limited Entry,
Mule Deer,Fishlake,fishlake,Dedicated Hunter,
Mule Deer,Fishlake,fishlake,General,
Mule Deer,Fishlake,,General,
Mule Deer,Fishlake,fishlake,Limited Entry,
Mule Deer,Henry Mtns,henry-mtns,Management,
Mule Deer,Henry Mtns,henry-mtns,Premium Limited Entry,
Mule Deer,Kaiparowits HAMSS,kaiparowits-hamss,Limited Entry,
Mule Deer,Kamas,kamas,Dedicated Hunter,
Mule Deer,Kamas,kamas,General,
Mule Deer,Kamas,,General,
Mule Deer,Kamas,kamas,Limited Entry,
Mule Deer,La Sal Mtns,la-sal-mtns,Dedicated Hunter,
Mule Deer,La Sal Mtns,la-sal-mtns,General,
Mule Deer,La Sal Mtns,,General,
Mule Deer,La Sal Mtns,la-sal-mtns,Limited Entry,
Mule Deer,Little Rockies,little-rockies,Limited Entry,
Mule Deer,Manti/San Rafael,manti-san-rafael,Dedicated Hunter,
Mule Deer,Manti/San Rafael,manti-san-rafael,General,
Mule Deer,Manti/San Rafael,,General,
Mule Deer,Manti/San Rafael,manti-san-rafael,Limited Entry,
Mule Deer,Moab Valley,moab-valley,Limited Entry,
Mule Deer,Monroe,monroe,Dedicated Hunter,
Mule Deer,Monroe,monroe,General,
Mule Deer,Monroe,,General,
Mule Deer,Monroe,monroe,Limited Entry,
Mule Deer,Morgan-South Rich,morgan-south-rich,Dedicated Hunter,
Mule Deer,Morgan-South Rich,morgan-south-rich,General,
Mule Deer,Morgan-South Rich,,General,
Mule Deer,Morgan-South Rich,morgan-south-rich,Limited Entry,
Mule Deer,Mt Dutton,mt-dutton,Dedicated Hunter,
Mule Deer,Mt Dutton,mt-dutton,General,
Mule Deer,Mt Dutton,,General,
Mule Deer,Mt Dutton,mt-dutton,Limited Entry,
Mule Deer,Nebo,nebo,Dedicated Hunter,
Mule Deer,Nebo,nebo,General,
Mule Deer,Nebo,,General,
Mule Deer,Nebo,nebo,Limited Entry,
Mule Deer,Nine Mile,nine-mile,Dedicated Hunter,
Mule Deer,Nine Mile,nine-mile,General,
Mule Deer,Nine Mile,,General,
Mule Deer,Nine Mile,nine-mile,Limited Entry,
Mule Deer,North Slope,north-slope,Dedicated Hunter,
Mule Deer,North Slope,north-slope,General,
Mule Deer,North Slope,,General,
Mule Deer,North Slope,north-slope,Limited Entry,
Mule Deer,Ogden,ogden,Dedicated Hunter,
Mule Deer,Ogden,ogden,General,
Mule Deer,Ogden,,General,
Mule Deer,Ogden,ogden,Limited Entry,
Mule Deer,Oquirrh/Tintic,oquirrh-tintic,Dedicated Hunter,
Mule Deer,Oquirrh/Tintic,oquirrh-tintic,General,
Mule Deer,Oquirrh/Tintic,,General,
Mule Deer,Oquirrh/Tintic,oquirrh-tintic,Limited Entry,
Mule Deer,Panguitch Lake,panguitch-lake,Dedicated Hunter,
Mule Deer,Panguitch Lake,panguitch-lake,General,
Mule Deer,Panguitch Lake,,General,
Mule Deer,Panguitch Lake,panguitch-lake,Limited Entry,
Mule Deer,Paunsaugunt,paunsaugunt,Cactus Buck,
Mule Deer,Paunsaugunt,paunsaugunt,Management,
Mule Deer,Paunsaugunt,paunsaugunt,Premium Limited Entry,
Mule Deer,Pine Valley,pine-valley,Dedicated Hunter,
Mule Deer,Pine Valley,pine-valley,General,
Mule Deer,Pine Valley,,General,
Mule Deer,Pine Valley,pine-valley,Limited Entry,
Mule Deer,"San Juan, Abajo Mtns",san-juan-abajo-mtns,Dedicated Hunter,
Mule Deer,"San Juan, Abajo Mtns",san-juan-abajo-mtns,General,
Mule Deer,"San Juan, Abajo Mtns",,General,
Mule Deer,"San Juan, Abajo Mtns",san-juan-abajo-mtns,Limited Entry,
Mule Deer,"San Juan, Elk Ridge",san-juan-elk-ridge,Limited Entry,
Mule Deer,"San Juan, Mancos Mesa",san-juan-mancos-mesa,Limited Entry,
Mule Deer,Southwest Desert,southwest-desert,Dedicated Hunter,
Mule Deer,Southwest Desert,southwest-desert,General,
Mule Deer,Southwest Desert,,General,
Mule Deer,Southwest Desert,southwest-desert,Limited Entry,
Mule Deer,Thousand Lakes,thousand-lakes,Limited Entry,
Mule Deer,Vernal/Bonanza,vernal-bonanza,Dedicated Hunter,
Mule Deer,Vernal/Bonanza,vernal-bonanza,General,
Mule Deer,Vernal/Bonanza,vernal-bonanza,Limited Entry,
Mule Deer,"Wasatch Mtns, East",wasatch-mtns-east,Dedicated Hunter,
Mule Deer,"Wasatch Mtns, East",wasatch-mtns-east,General,
Mule Deer,"Wasatch Mtns, East",wasatch-mtns-east,Limited Entry,
Mule Deer,"Wasatch Mtns, West",wasatch-mtns-west,Dedicated Hunter,
Mule Deer,"Wasatch Mtns, West",wasatch-mtns-west,General,
Mule Deer,"Wasatch Mtns, West",wasatch-mtns-west,Limited Entry,
Mule Deer,"West Desert, Swasey",west-desert-swasey,Dedicated Hunter,
Mule Deer,"West Desert, Swasey",west-desert-swasey,General,
Mule Deer,"West Desert, Swasey",west-desert-swasey,Limited Entry,
Mule Deer,"West Desert, Vernon",west-desert-vernon,Limited Entry,
Mule Deer,Yellowstone,yellowstone,Dedicated Hunter,
Mule Deer,Yellowstone,yellowstone,General,
Mule Deer,Yellowstone,yellowstone,Limited Entry,
Mule Deer,Zion,zion,Dedicated Hunter,
Mule Deer,Zion,zion,General,
Mule Deer,Zion,zion,Limited Entry,
Pronghorn,Allen Ranch CWMU,allen-ranch-cwmu,Limited Entry,
Pronghorn,Antelope Creek CWMU,antelope-creek-cwmu,Antlerless,
Pronghorn,Antelope Creek CWMU,antelope-creek-cwmu,Limited Entry,
Pronghorn,Beaver,beaver,Antlerless,
Pronghorn,Beaver,beaver,Limited Entry,
Pronghorn,Black Point CWMU,black-point-cwmu,Antlerless,
Pronghorn,Black Point CWMU,black-point-cwmu,Limited Entry,
Pronghorn,Bonanza/Diamond Mtn,bonanza-diamond-mtn,Antlerless,
Pronghorn,"Book Cliffs, Bitter Creek",book-cliffs-bitter-creek,Limited Entry,
Pronghorn,"Book Cliffs, South",book-cliffs-south,Limited Entry,
Pronghorn,"Box Elder, Promontory",box-elder-promontory,Antlerless,
Pronghorn,"Box Elder, Promontory",box-elder-promontory,Limited Entry,
Pronghorn,"Box Elder, Puddle Valley",box-elder-puddle-valley,Limited Entry,
Pronghorn,"Box Elder, Snowville",box-elder-snowville,Antlerless,
Pronghorn,"Box Elder, Snowville",box-elder-snowville,Limited Entry,
Pronghorn,"Box Elder, West",box-elder-west,Antlerless,
Pronghorn,"Box Elder, West",box-elder-west,Limited Entry,
Pronghorn,"Cache, Rich",cache-rich,Limited Entry,
Pronghorn,Cache/Morgan-South Rich/Ogden,cache-morgan-south-rich-ogden,Antlerless,
Pronghorn,Cache/Morgan-South Rich/Ogden,cache-morgan-south-rich-ogden,Limited Entry,
Pronghorn,Castle Valley Outdoors CWMU,castle-valley-outdoors-cwmu,Limited Entry,
Pronghorn,Cedar Springs CWMU,cedar-springs-cwmu,Limited Entry,
Pronghorn,Cottonwood Ridge CWMU,cottonwood-ridge-cwmu,Antlerless,
Pronghorn,Cottonwood Ridge CWMU,cottonwood-ridge-cwmu,Limited Entry,
Pronghorn,Deseret CWMU,deseret-cwmu,Antlerless,
Pronghorn,Deseret CWMU,deseret-cwmu,Limited Entry,
Pronghorn,Diamond Mtn/Bonanza,diamond-mtn-bonanza,Limited Entry,
Pronghorn,Ensign Ranches CWMU,ensign-ranches-cwmu,Limited Entry,
Pronghorn,"Fillmore, Oak Creek South",fillmore-oak-creek-south,Antlerless,
Pronghorn,"Fillmore, Oak Creek South",fillmore-oak-creek-south,Limited Entry,
Pronghorn,George Creek CWMU,george-creek-cwmu,Antlerless,
Pronghorn,George Creek CWMU,george-creek-cwmu,Limited Entry,
Pronghorn,Green River Flat CWMU,green-river-flat-cwmu,Antlerless,
Pronghorn,Green River Flat CWMU,green-river-flat-cwmu,Limited Entry,
Pronghorn,Heist CWMU,heist-cwmu,Antlerless,
Pronghorn,Heist CWMU,heist-cwmu,Limited Entry,
Pronghorn,Highlands,highlands,Limited Entry,
Pronghorn,Iron Spring CWMU,iron-spring-cwmu,Limited Entry,
Pronghorn,Junction Valley CWMU,junction-valley-cwmu,Limited Entry,
Pronghorn,Kaiparowits,kaiparowits,Limited Entry,
Pronghorn,"La Sal, Potash/South Cisco",la-sal-potash-south-cisco,Limited Entry,
Pronghorn,Middle Ridge CWMU,middle-ridge-cwmu,Antlerless,
Pronghorn,Middle Ridge CWMU,middle-ridge-cwmu,Limited Entry,
Pronghorn,Mt Dutton/Paunsaugunt,mt-dutton-paunsaugunt,Antlerless,
Pronghorn,Mt Dutton/Paunsaugunt,mt-dutton-paunsaugunt,Limited Entry,
Pronghorn,"Mt Dutton/Paunsaugunt, Johns Valley (doe pronghorn) - #PD1004",mt-dutton-paunsaugunt-johns-valley-doe-pronghorn-pd1004,Antlerless,
Pronghorn,"Nine Mile, Anthro-Myton Bench",nine-mile-anthro-myton-bench,Limited Entry,
Pronghorn,"Nine Mile, Anthro-Pleasant Valley",nine-mile-anthro-pleasant-valley,Antlerless,
Pronghorn,"Nine Mile, Range Creek",nine-mile-range-creek,Limited Entry,
Pronghorn,"North Slope, Summit",north-slope-summit,Antlerless,
Pronghorn,"North Slope, Summit",north-slope-summit,Limited Entry,
Pronghorn,"North Slope, Three Corners",north-slope-three-corners,Antlerless,
Pronghorn,"North Slope, Three Corners/West Daggett",north-slope-three-corners-west-daggett,Limited Entry,
Pronghorn,"North Slope, West Daggett",north-slope-west-daggett,Antlerless,
Pronghorn,Pahvant Ensign CWMU,pahvant-ensign-cwmu,Antlerless,
Pronghorn,Pahvant Ensign CWMU,pahvant-ensign-cwmu,Limited Entry,
Pronghorn,"Panguitch Lake/Zion, North",panguitch-lake-zion-north,Antlerless,
Pronghorn,"Panguitch Lake/Zion, North",panguitch-lake-zion-north,Limited Entry,
Pronghorn,Park Valley CWMU,park-valley-cwmu,Limited Entry,
Pronghorn,Parker Mtn,parker-mtn,Antlerless,
Pronghorn,Parker Mtn,parker-mtn,Limited Entry,
Pronghorn,"Parker Mtn, Highlands",parker-mtn-highlands,Antlerless,
Pronghorn,"Parker Mtn, Plains",parker-mtn-plains,Antlerless,
Pronghorn,Pine Valley,pine-valley,Antlerless,
Pronghorn,Pine Valley,pine-valley,Limited Entry,
Pronghorn,Prohibition Springs CWMU,prohibition-springs-cwmu,Limited Entry,
Pronghorn,Pronghorn - Statewide Permit,pronghorn-statewide-permit,Limited Entry,
Pronghorn,Rabbit Creek CWMU,rabbit-creek-cwmu,Antlerless,
Pronghorn,Rabbit Creek CWMU,rabbit-creek-cwmu,Limited Entry,
Pronghorn,RLF Deep Creek CWMU,rlf-deep-creek-cwmu,Antlerless,
Pronghorn,RLF Deep Creek CWMU,rlf-deep-creek-cwmu,Limited Entry,
Pronghorn,Salt Wells CWMU,salt-wells-cwmu,Limited Entry,
Pronghorn,"San Juan, Hatch Point",san-juan-hatch-point,Limited Entry,
Pronghorn,"San Rafael North, Cleveland",san-rafael-north-cleveland,Antlerless,
Pronghorn,"San Rafael North, Mounds Reef",san-rafael-north-mounds-reef,Antlerless,
Pronghorn,"San Rafael, Desert",san-rafael-desert,Limited Entry,
Pronghorn,"San Rafael, North",san-rafael-north,Limited Entry,
Pronghorn,"San Rafael, Poison Springs Bench",san-rafael-poison-springs-bench,Antlerless,
Pronghorn,SJ Ranch CWMU,sj-ranch-cwmu,Antlerless,
Pronghorn,SJ Ranch CWMU,sj-ranch-cwmu,Limited Entry,
Pronghorn,Skull Valley South CWMU,skull-valley-south-cwmu,Limited Entry,
Pronghorn,Snowville Flat CWMU,snowville-flat-cwmu,Antlerless,
Pronghorn,Snowville Flat CWMU,snowville-flat-cwmu,Limited Entry,
Pronghorn,Southwest Desert,southwest-desert,Limited Entry,
Pronghorn,"Southwest Desert, Milford Flat",southwest-desert-milford-flat,Antlerless,
Pronghorn,Statewide Conservation,statewide-conservation,Limited Entry,
Pronghorn,Strawberry Ridge CWMU,strawberry-ridge-cwmu,Limited Entry,
Pronghorn,Sweetwater CWMU,sweetwater-cwmu,Limited Entry,
Pronghorn,The Rose of Snowville CWMU,the-rose-of-snowville-cwmu,Antlerless,
Pronghorn,The Rose of Snowville CWMU,the-rose-of-snowville-cwmu,Limited Entry,
Pronghorn,TL Bar Ranch CWMU,tl-bar-ranch-cwmu,Antlerless,
Pronghorn,TL Bar Ranch CWMU,tl-bar-ranch-cwmu,Limited Entry,
Pronghorn,Vernal,vernal,Limited Entry,
Pronghorn,Vernal-Ouray Valley,vernal-ouray-valley,Antlerless,
Pronghorn,"West Desert, Riverbed",west-desert-riverbed,Limited Entry,
Pronghorn,"West Desert, Rush Valley",west-desert-rush-valley,Limited Entry,
Pronghorn,"West Desert, Snake Valley",west-desert-snake-valley,Limited Entry,
Pronghorn,West Willow Creek Ranch CWMU,west-willow-creek-ranch-cwmu,Limited Entry,
Pronghorn,Westlake CWMU,westlake-cwmu,Antlerless,
Pronghorn,Westlake CWMU,westlake-cwmu,Limited Entry,
Pronghorn,Zane CWMU,zane-cwmu,Antlerless,
Pronghorn,Zane CWMU,zane-cwmu,Limited Entry,
Turkey,Central Area,central-area,General,
Turkey,Central Area,central-area,Limited Entry,
Turkey,Central Region - Private land only,central-region-private-land-only,General,
Turkey,Deer Creek CWMU,deer-creek-cwmu,Limited Entry,
Turkey,East Zion CWMU,east-zion-cwmu,Limited Entry,
Turkey,Folley Ridge CWMU,folley-ridge-cwmu,Limited Entry,
Turkey,Great Salt Lake and Vicinity,great-salt-lake-and-vicinity,General,
Turkey,Missouri Flat CWMU,missouri-flat-cwmu,Limited Entry,
Turkey,New Harmony CWMU,new-harmony-cwmu,Limited Entry,
Turkey,Northeastern Area,northeastern-area,General,
Turkey,Northeastern Area,northeastern-area,Limited Entry,
Turkey,Northern Area,northern-area,General,
Turkey,Northern Area,northern-area,Limited Entry,
Turkey,Northern Region - Private land only,northern-region-private-land-only,General,
Turkey,Pahvant Ensign CWMU,pahvant-ensign-cwmu,Limited Entry,
Turkey,Southeastern Area,southeastern-area,General,
Turkey,Southeastern Area,southeastern-area,Limited Entry,
Turkey,Southeastern Region - Select areas only,southeastern-region-select-areas-only,General,
Turkey,Southern Area,southern-area,General,
Turkey,Southern Area,southern-area,Limited Entry,
Turkey,Southern Region - Private land only,southern-region-private-land-only,General,
Turkey,Southern Region - Select areas only,southern-region-select-areas-only,General,
Turkey,Statewide,statewide,General,
Turkey,Statewide Conservation,statewide-conservation,General,
Turkey,Turkey - Statewide Permit,turkey-statewide-permit,General,